,PROV_REF_ID,DPTO,circuito,P02,P02_count
3013,4.0,14042.0,00079,2,1247
3014,4.0,14042.0,00080,1,221
3015,4.0,14042.0,00080,2,236
3016,4.0,14042.0,00081,1,450
3017,4.0,14042.0,00081,2,327
3018,4.0,14042.0,00082,1,221
3019,4.0,14042.0,00082,2,203
3020,4.0,14042.0,00083,1,614
3021,4.0,14042.0,00083,2,561
3022,4.0,14042.0,00084,1,690
3023,4.0,14042.0,00084,2,649
3024,4.0,14042.0,00086,1,262
3025,4.0,14042.0,00086,2,229
3026,4.0,14042.0,00087,1,1029
3027,4.0,14042.0,00087,2,905
3028,4.0,14042.0,00089,1,28706
3029,4.0,14042.0,00089,2,31960
3030,4.0,14042.0,00090,1,6200
3031,4.0,14042.0,00090,2,6659
3032,4.0,14042.0,0088A,1,1067
3033,4.0,14042.0,0088A,2,1119
3034,4.0,14042.0,0088B,1,230
3035,4.0,14042.0,0088B,2,184
3036,4.0,14049.0,00091,1,298
3037,4.0,14049.0,00091,2,280
3038,4.0,14049.0,00092,1,185
3039,4.0,14049.0,00092,2,149
3040,4.0,14049.0,00093,1,167
3041,4.0,14049.0,00093,2,138
3042,4.0,14049.0,00094,1,182
3043,4.0,14049.0,00094,2,177
3044,4.0,14049.0,00095,1,6920
3045,4.0,14049.0,00095,2,8215
3046,4.0,14049.0,00097,1,209
3047,4.0,14049.0,00097,2,125
3048,4.0,14049.0,00098,1,31
3049,4.0,14049.0,00099,1,206
3050,4.0,14049.0,00099,2,143
3051,4.0,14049.0,00100,1,1698
3052,4.0,14049.0,00100,2,1886
3053,4.0,14049.0,00101,1,123
3054,4.0,14049.0,00101,2,110
3055,4.0,14049.0,0096A,1,316
3056,4.0,14049.0,0096A,2,264
3057,4.0,14056.0,00102,1,2241
3058,4.0,14056.0,00102,2,2240
3059,4.0,14056.0,00103,1,74
3060,4.0,14056.0,00103,2,50
3061,4.0,14056.0,00105,1,483
3062,4.0,14056.0,00105,2,429
3063,4.0,14056.0,00106,1,4299
3064,4.0,14056.0,00106,2,4636
3065,4.0,14056.0,00107,1,770
3066,4.0,14056.0,00107,2,798
3067,4.0,14056.0,00108,1,412
3068,4.0,14056.0,00108,2,419
3069,4.0,14056.0,00109,1,4218
3070,4.0,14056.0,00109,2,4149
3071,4.0,14056.0,00110,1,179
3072,4.0,14056.0,00110,2,114
3073,4.0,14056.0,00111,1,424
3074,4.0,14056.0,00111,2,430
3075,4.0,14056.0,00112,1,4549
3076,4.0,14056.0,00112,2,5005
3077,4.0,14056.0,00113,1,294
3078,4.0,14056.0,00113,2,282
3079,4.0,14056.0,00114,1,309
3080,4.0,14056.0,00114,2,290
3081,4.0,14056.0,00116,1,775
3082,4.0,14056.0,00116,2,678
3083,4.0,14056.0,00117,1,994
3084,4.0,14056.0,00117,2,991
3085,4.0,14056.0,00118,1,2079
3086,4.0,14056.0,00118,2,2140
3087,4.0,14063.0,00119,1,1371
3088,4.0,14063.0,00119,2,1489
3089,4.0,14063.0,00120,1,2787
3090,4.0,14063.0,00120,2,3027
3091,4.0,14063.0,00121,1,974
3092,4.0,14063.0,00121,2,1002
3093,4.0,14063.0,00123,1,2003
3094,4.0,14063.0,00123,2,2227
3095,4.0,14063.0,00124,1,597
3096,4.0,14063.0,00124,2,533
3097,4.0,14063.0,00125,1,3896
3098,4.0,14063.0,00125,2,4380
3099,4.0,14063.0,00126,1,2759
3100,4.0,14063.0,00126,2,2990
3101,4.0,14063.0,00127,1,1066
3102,4.0,14063.0,00127,2,1141
3103,4.0,14063.0,00128,1,1472
3104,4.0,14063.0,00128,2,1649
3105,4.0,14063.0,00129,1,1703
3106,4.0,14063.0,00129,2,1838
3107,4.0,14063.0,00130,1,322
3108,4.0,14063.0,00130,2,303
3109,4.0,14063.0,00131,1,4074
3110,4.0,14063.0,00131,2,4343
3111,4.0,14063.0,00132,1,1174
3112,4.0,14063.0,00132,2,1228
3113,4.0,14063.0,00133,1,9906
3114,4.0,14063.0,00133,2,10738
3115,4.0,14063.0,00134,1,2468
3116,4.0,14063.0,00134,2,2567
3117,4.0,14063.0,00135,1,208
3118,4.0,14063.0,00135,2,186
3119,4.0,14063.0,00136,1,1121
3120,4.0,14063.0,00136,2,1222
3121,4.0,14063.0,00137,1,432
3122,4.0,14063.0,00137,2,455
3123,4.0,14070.0,00138,1,236
3124,4.0,14070.0,00138,2,223
3125,4.0,14070.0,00141,1,268
3126,4.0,14070.0,00141,2,247
3127,4.0,14070.0,00142,1,751
3128,4.0,14070.0,00142,2,776
3129,4.0,14070.0,0138A,1,52
3130,4.0,14070.0,0138A,2,45
3131,4.0,14070.0,0138B,1,121
3132,4.0,14070.0,0138B,2,86
3133,4.0,14070.0,0138C,1,113
3134,4.0,14070.0,0138C,2,96
3135,4.0,14070.0,0139A,1,44
3136,4.0,14070.0,0139A,2,38
3137,4.0,14070.0,0140A,1,133
3138,4.0,14070.0,0140A,2,112
3139,4.0,14077.0,00144,1,271
3140,4.0,14077.0,00144,2,262
3141,4.0,14077.0,00145,1,181
3142,4.0,14077.0,00145,2,136
3143,4.0,14077.0,00146,1,593
3144,4.0,14077.0,00146,2,649
3145,4.0,14077.0,0144A,1,77
3146,4.0,14077.0,0144A,2,68
3147,4.0,14077.0,0144B,1,136
3148,4.0,14077.0,0144B,2,116
3149,4.0,14077.0,0145A,1,173
3150,4.0,14077.0,0145A,2,144
3151,4.0,14077.0,0146A,1,556
3152,4.0,14077.0,0146A,2,500
3153,4.0,14084.0,00248,1,7278
3154,4.0,14084.0,00248,2,8215
3155,4.0,14084.0,00249,1,711
3156,4.0,14084.0,00249,2,629
3157,4.0,14084.0,00251,1,107
3158,4.0,14084.0,00251,2,81
3159,4.0,14084.0,00252,1,2130
3160,4.0,14084.0,00252,2,2211
3161,4.0,14084.0,00253,1,507
3162,4.0,14084.0,00253,2,486
3163,4.0,14084.0,00254,1,150
3164,4.0,14084.0,00254,2,102
3165,4.0,14084.0,00255,1,277
3166,4.0,14084.0,00255,2,222
3167,4.0,14084.0,00256,1,233
3168,4.0,14084.0,00256,2,161
3169,4.0,14084.0,00257,1,1319
3170,4.0,14084.0,00257,2,1360
3171,4.0,14084.0,00258,1,212
3172,4.0,14084.0,00258,2,189
3173,4.0,14091.0,00147,1,1674
3174,4.0,14091.0,00147,2,1777
3175,4.0,14091.0,00148,1,4139
3176,4.0,14091.0,00148,2,4828
3177,4.0,14091.0,00149,1,303
3178,4.0,14091.0,00149,2,281
3179,4.0,14091.0,00150,1,6884
3180,4.0,14091.0,00150,2,8151
3181,4.0,14091.0,00151,1,113
3182,4.0,14091.0,00151,2,115
3183,4.0,14091.0,00152,1,2062
3184,4.0,14091.0,00152,2,2342
3185,4.0,14091.0,00153,1,2687
3186,4.0,14091.0,00153,2,3134
3187,4.0,14091.0,00154,1,5594
3188,4.0,14091.0,00154,2,6766
3189,4.0,14091.0,00155,1,321
3190,4.0,14091.0,00155,2,330
3191,4.0,14091.0,00156,1,22029
3192,4.0,14091.0,00156,2,25284
3193,4.0,14091.0,00157,1,3557
3194,4.0,14091.0,00157,2,4025
3195,4.0,14091.0,00158,1,2226
3196,4.0,14091.0,00158,2,2331
3197,4.0,14091.0,00159,1,2143
3198,4.0,14091.0,00159,2,2460
3199,4.0,14091.0,0147A,1,410
3200,4.0,14091.0,0147A,2,404
3201,4.0,14091.0,0147B,1,705
3202,4.0,14091.0,0147B,2,681
3203,4.0,14091.0,0152A,1,2293
3204,4.0,14091.0,0152A,2,2597
3205,4.0,14091.0,0155A,1,440
3206,4.0,14091.0,0155A,2,492
3207,4.0,14091.0,0156A,1,1073
3208,4.0,14091.0,0156A,2,1030
3209,4.0,14091.0,0156B,1,117
3210,4.0,14091.0,0156B,2,90
3211,4.0,14091.0,0156C,1,447
3212,4.0,14091.0,0156C,2,425
3213,4.0,14091.0,0156D,1,1036
3214,4.0,14091.0,0156D,2,1094
3215,4.0,14091.0,0156E,1,66
3216,4.0,14091.0,0156E,2,42
3217,4.0,14091.0,0158A,1,195
3218,4.0,14091.0,0158A,2,189
3219,4.0,14091.0,0158B,1,803
3220,4.0,14091.0,0158B,2,828
3221,4.0,14091.0,0158C,1,1220
3222,4.0,14091.0,0158C,2,1306
3223,4.0,14098.0,00160,1,1117
3224,4.0,14098.0,00160,2,1138
3225,4.0,14098.0,00161,1,2899
3226,4.0,14098.0,00161,2,2981
3227,4.0,14098.0,00162,1,2398
3228,4.0,14098.0,00162,2,2663
3229,4.0,14098.0,00163,1,406
3230,4.0,14098.0,00163,2,352
3231,4.0,14098.0,00164,1,683
3232,4.0,14098.0,00164,2,680
3233,4.0,14098.0,00165,1,13402
3234,4.0,14098.0,00165,2,14591
3235,4.0,14098.0,00166,1,2464
3236,4.0,14098.0,00166,2,2833
3237,4.0,14098.0,00167,1,422
3238,4.0,14098.0,00167,2,442
3239,4.0,14098.0,00168,1,506
3240,4.0,14098.0,00168,2,362
3241,4.0,14098.0,00169,1,102
3242,4.0,14098.0,00169,2,115
3243,4.0,14098.0,00170,1,1107
3244,4.0,14098.0,00170,2,1224
3245,4.0,14098.0,00171,1,42
3246,4.0,14098.0,00171,2,33
3247,4.0,14098.0,00172,1,1680
3248,4.0,14098.0,00172,2,1689
3249,4.0,14098.0,00173,1,83
3250,4.0,14098.0,00174,1,433
3251,4.0,14098.0,00174,2,338
3252,4.0,14098.0,00175,1,120
3253,4.0,14098.0,00175,2,86
3254,4.0,14098.0,00176,1,55
3255,4.0,14098.0,00176,2,45
3256,4.0,14098.0,00177,1,882
3257,4.0,14098.0,00177,2,871
3258,4.0,14098.0,00178,1,189
3259,4.0,14098.0,00178,2,121
3260,4.0,14098.0,00179,1,2054
3261,4.0,14098.0,00179,2,2017
3262,4.0,14098.0,00180,1,434
3263,4.0,14098.0,00180,2,313
3264,4.0,14098.0,00181,1,83
3265,4.0,14098.0,00181,2,62
3266,4.0,14098.0,00182,1,410
3267,4.0,14098.0,00182,2,385
3268,4.0,14098.0,00183,1,3532
3269,4.0,14098.0,00183,2,3783
3270,4.0,14098.0,00184,1,3275
3271,4.0,14098.0,00184,2,3559
3272,4.0,14098.0,00185,1,89
3273,4.0,14098.0,00186,1,10801
3274,4.0,14098.0,00186,2,11838
3275,4.0,14098.0,00187,1,187
3276,4.0,14098.0,00187,2,102
3277,4.0,14098.0,00188,1,32421
3278,4.0,14098.0,00188,2,37811
3279,4.0,14098.0,00189,1,2907
3280,4.0,14098.0,00189,2,3230
3281,4.0,14098.0,00190,1,238
3282,4.0,14098.0,00190,2,159
3283,4.0,14098.0,00191,1,1293
3284,4.0,14098.0,00191,2,1368
3285,4.0,14098.0,00192,1,242
3286,4.0,14098.0,00192,2,192
3287,4.0,14098.0,00193,1,422
3288,4.0,14098.0,00193,2,308
3289,4.0,14098.0,00194,1,343
3290,4.0,14098.0,00194,2,249
3291,4.0,14098.0,0160A,1,258
3292,4.0,14098.0,0160A,2,201
3293,4.0,14098.0,0178A,1,272
3294,4.0,14098.0,0178A,2,247
3295,4.0,14098.0,0184A,1,283
3296,4.0,14098.0,0184A,2,264
3297,4.0,14098.0,0191A,1,235
3298,4.0,14098.0,0191A,2,193
3299,4.0,14105.0,00195,1,111
3300,4.0,14105.0,00195,2,87
3301,4.0,14105.0,00196,1,67
3302,4.0,14105.0,00196,2,62
3303,4.0,14105.0,00198,1,579
3304,4.0,14105.0,00198,2,462
3305,4.0,14105.0,00199,1,188
3306,4.0,14105.0,00199,2,177
3307,4.0,14105.0,00200,1,242
3308,4.0,14105.0,00200,2,238
3309,4.0,14105.0,00201,1,62
3310,4.0,14105.0,00201,2,46
3311,4.0,14105.0,00202,1,198
3312,4.0,14105.0,00202,2,163
3313,4.0,14105.0,00203,1,290
3314,4.0,14105.0,00203,2,263
3315,4.0,14105.0,00204,1,1479
3316,4.0,14105.0,00204,2,1517
3317,4.0,14105.0,00206,1,85
3318,4.0,14105.0,00206,2,71
3319,4.0,14105.0,00207,1,175
3320,4.0,14105.0,00207,2,126
3321,4.0,14105.0,00208,1,208
3322,4.0,14105.0,00208,2,175
3323,4.0,14105.0,00209,1,113
3324,4.0,14105.0,00209,2,77
3325,4.0,14105.0,00211,1,1959
3326,4.0,14105.0,00211,2,2115
3327,4.0,14105.0,00212,1,83
3328,4.0,14105.0,00213,1,780
3329,4.0,14105.0,00213,2,849
3330,4.0,14105.0,00214,1,739
3331,4.0,14105.0,00214,2,672
3332,4.0,14105.0,00215,1,91
3333,4.0,14105.0,00217,1,98
3334,4.0,14105.0,00217,2,98
3335,4.0,14105.0,00218,1,2508
3336,4.0,14105.0,00218,2,2722
3337,4.0,14105.0,00219,1,246
3338,4.0,14105.0,00219,2,232
3339,4.0,14105.0,00220,1,2807
3340,4.0,14105.0,00220,2,3081
3341,4.0,14105.0,00222,1,421
3342,4.0,14105.0,00222,2,408
3343,4.0,14105.0,0201A,1,93
3344,4.0,14105.0,0201A,2,87
3345,4.0,14105.0,0212B,1,98
3346,4.0,14105.0,0212B,2,99
3347,4.0,14105.0,0215A,1,146
3348,4.0,14105.0,0215A,2,117
3349,4.0,14112.0,00224,1,119
3350,4.0,14112.0,00224,2,109
3351,4.0,14112.0,00225,1,522
3352,4.0,14112.0,00225,2,461
3353,4.0,14112.0,00226,1,192
3354,4.0,14112.0,00227,1,532
3355,4.0,14112.0,00227,2,470
3356,4.0,14112.0,00228,1,788
3357,4.0,14112.0,00228,2,846
3358,4.0,14112.0,00229,1,1735
3359,4.0,14112.0,00229,2,1844
3360,4.0,14112.0,0225A,1,86
3361,4.0,14112.0,0225A,2,67
3362,4.0,14112.0,0227A,1,213
3363,4.0,14112.0,0227A,2,161
3364,4.0,14112.0,0227B,1,88
3365,4.0,14112.0,0227B,2,84
3366,4.0,14112.0,0227C,1,146
3367,4.0,14112.0,0227C,2,137
3368,4.0,14112.0,0229A,1,98
3369,4.0,14112.0,0229A,2,80
3370,4.0,14119.0,00230,1,1015
3371,4.0,14119.0,00230,2,1057
3372,4.0,14119.0,00231,1,203
3373,4.0,14119.0,00231,2,179
3374,4.0,14119.0,00232,1,797
3375,4.0,14119.0,00232,2,767
3376,4.0,14119.0,00233,1,643
3377,4.0,14119.0,00233,2,631
3378,4.0,14119.0,00234,1,607
3379,4.0,14119.0,00234,2,597
3380,4.0,14119.0,00235,1,2779
3381,4.0,14119.0,00235,2,3092
3382,4.0,14119.0,00236,1,676
3383,4.0,14119.0,00236,2,722
3384,4.0,14119.0,00237,1,2366
3385,4.0,14119.0,00237,2,2411
3386,4.0,14119.0,00238,1,431
3387,4.0,14119.0,00238,2,431
3388,4.0,14119.0,00239,1,4984
3389,4.0,14119.0,00239,2,5647
3390,4.0,14119.0,00240,1,5057
3391,4.0,14119.0,00240,2,5603
3392,4.0,14119.0,00241,1,2222
3393,4.0,14119.0,00241,2,2370
3394,4.0,14119.0,00242,1,219
3395,4.0,14119.0,00242,2,199
3396,4.0,14119.0,00243,1,7080
3397,4.0,14119.0,00243,2,7796
3398,4.0,14119.0,00244,1,998
3399,4.0,14119.0,00244,2,1082
3400,4.0,14119.0,00245,1,5480
3401,4.0,14119.0,00245,2,5954
3402,4.0,14119.0,0230A,1,351
3403,4.0,14119.0,0230A,2,326
3404,4.0,14119.0,0236A,1,51
3405,4.0,14119.0,0236A,2,41
3406,4.0,14119.0,0237A,1,405
3407,4.0,14119.0,0237A,2,395
3408,4.0,14119.0,0237B,1,110
3409,4.0,14119.0,0237B,2,103
3410,4.0,14119.0,0244A,1,266
3411,4.0,14119.0,0244A,2,236
3412,4.0,14126.0,00250,1,360
3413,4.0,14126.0,00250,2,311
3414,4.0,14126.0,00259,1,17
3415,4.0,14126.0,00261,1,1999
3416,4.0,14126.0,00261,2,2123
3417,4.0,14126.0,00262,1,3020
3418,4.0,14126.0,00262,2,3455
3419,4.0,14126.0,00263,1,414
3420,4.0,14126.0,00263,2,447
3421,4.0,14126.0,00264,1,543
3422,4.0,14126.0,00264,2,517
3423,4.0,14126.0,00265,1,1630
3424,4.0,14126.0,00265,2,1705
3425,4.0,14126.0,00266,1,317
3426,4.0,14126.0,00266,2,289
3427,4.0,14126.0,0260A,1,57
3428,4.0,14126.0,0260A,2,56
3429,4.0,14126.0,0261A,1,264
3430,4.0,14126.0,0261A,2,285
3431,4.0,14126.0,0261B,1,156
3432,4.0,14126.0,0261B,2,154
3433,4.0,14126.0,0263B,1,22
3434,4.0,14126.0,0263C,1,240
3435,4.0,14126.0,0263C,2,233
3436,4.0,14126.0,0263D,1,433
3437,4.0,14126.0,0263D,2,457
3438,4.0,14126.0,0263E,1,461
3439,4.0,14126.0,0263E,2,420
3440,4.0,14126.0,0264A,1,93
3441,4.0,14126.0,0264A,2,93
3442,4.0,14126.0,0265A,1,1703
3443,4.0,14126.0,0265A,2,1878
3444,4.0,14126.0,0265B,1,59
3445,4.0,14126.0,0265B,2,49
3446,4.0,14126.0,0265C,1,404
3447,4.0,14126.0,0265C,2,358
3448,4.0,14126.0,0266A,1,421
3449,4.0,14126.0,0266A,2,354
3450,4.0,14133.0,00267,1,483
3451,4.0,14133.0,00267,2,459
3452,4.0,14133.0,00268,1,10310
3453,4.0,14133.0,00268,2,11788
3454,4.0,14133.0,00269,1,841
3455,4.0,14133.0,00269,2,836
3456,4.0,14133.0,00270,1,1375
3457,4.0,14133.0,00270,2,1401
3458,4.0,14133.0,00271,1,1057
3459,4.0,14133.0,00271,2,1047
3460,4.0,14133.0,00272,1,418
3461,4.0,14133.0,00272,2,426
3462,4.0,14133.0,00273,1,671
3463,4.0,14133.0,00273,2,625
3464,4.0,14133.0,00274,1,548
3465,4.0,14133.0,00274,2,611
3466,4.0,14133.0,00275,1,1153
3467,4.0,14133.0,00275,2,1150
3468,4.0,14133.0,0269A,1,433
3469,4.0,14133.0,0269A,2,424
3470,4.0,14133.0,0269B,1,282
3471,4.0,14133.0,0269B,2,275
3472,4.0,14133.0,0274A,1,175
3473,4.0,14133.0,0274A,2,175
3474,4.0,14133.0,0275A,1,740
3475,4.0,14133.0,0275A,2,725
3476,4.0,14140.0,00277,1,1303
3477,4.0,14140.0,00277,2,1393
3478,4.0,14140.0,00278,1,748
3479,4.0,14140.0,00278,2,775
3480,4.0,14140.0,00279,1,8036
3481,4.0,14140.0,00279,2,8619
3482,4.0,14140.0,00280,1,2456
3483,4.0,14140.0,00280,2,2610
3484,4.0,14140.0,00282,1,3601
3485,4.0,14140.0,00282,2,3851
3486,4.0,14140.0,00283,1,680
3487,4.0,14140.0,00283,2,698
3488,4.0,14140.0,00285,1,2510
3489,4.0,14140.0,00285,2,2635
3490,4.0,14140.0,00286,1,248
3491,4.0,14140.0,00286,2,189
3492,4.0,14140.0,00288,1,847
3493,4.0,14140.0,00288,2,775
3494,4.0,14140.0,00289,1,678
3495,4.0,14140.0,00289,2,679
3496,4.0,14140.0,00290,1,716
3497,4.0,14140.0,00290,2,785
3498,4.0,14140.0,00291,1,2636
3499,4.0,14140.0,00291,2,2796
3500,4.0,14140.0,00292,1,110
3501,4.0,14140.0,00292,2,81
3502,4.0,14140.0,00293,1,1557
3503,4.0,14140.0,00293,2,1622
3504,4.0,14140.0,00294,1,344
3505,4.0,14140.0,00294,2,360
3506,4.0,14140.0,00295,1,751
3507,4.0,14140.0,00295,2,728
3508,4.0,14140.0,00296,1,1100
3509,4.0,14140.0,00296,2,1092
3510,4.0,14140.0,00297,1,502
3511,4.0,14140.0,00297,2,499
3512,4.0,14140.0,00298,1,6186
3513,4.0,14140.0,00298,2,6718
3514,4.0,14140.0,00299,1,424
3515,4.0,14140.0,00299,2,351
3516,4.0,14140.0,00300,1,563
3517,4.0,14140.0,00300,2,544
3518,4.0,14140.0,00301,1,743
3519,4.0,14140.0,00301,2,742
3520,4.0,14140.0,00303,1,865
3521,4.0,14140.0,00303,2,985
3522,4.0,14140.0,00304,1,6394
3523,4.0,14140.0,00304,2,6953
3524,4.0,14140.0,00305,1,2121
3525,4.0,14140.0,00305,2,2254
3526,4.0,14140.0,00306,1,190
3527,4.0,14140.0,00306,2,161
3528,4.0,14140.0,00307,1,267
3529,4.0,14140.0,00307,2,221
3530,4.0,14140.0,00308,1,1242
3531,4.0,14140.0,00308,2,1292
3532,4.0,14140.0,00309,1,759
3533,4.0,14140.0,00309,2,691
3534,4.0,14140.0,00310,1,11450
3535,4.0,14140.0,00310,2,12506
3536,4.0,14140.0,00311,1,265
3537,4.0,14140.0,00311,2,208
3538,4.0,14140.0,00313,1,311
3539,4.0,14140.0,00313,2,289
3540,4.0,14140.0,00314,1,1426
3541,4.0,14140.0,00314,2,1394
3542,4.0,14140.0,00315,1,431
3543,4.0,14140.0,00315,2,348
3544,4.0,14140.0,0279A,1,95
3545,4.0,14140.0,0279A,2,116
3546,4.0,14140.0,0283A,1,151
3547,4.0,14140.0,0283A,2,104
3548,4.0,14140.0,0288A,1,38
3549,4.0,14140.0,0294A,1,186
3550,4.0,14140.0,0294A,2,152
3551,4.0,14140.0,0295A,1,137
3552,4.0,14140.0,0295A,2,95
3553,4.0,14140.0,0310A,1,10938
3554,4.0,14140.0,0310A,2,12299
3555,4.0,14147.0,00316,1,16708
3556,4.0,14147.0,00316,2,18912
3557,4.0,14147.0,00317,1,298
3558,4.0,14147.0,00317,2,274
3559,4.0,14147.0,00318,1,2930
3560,4.0,14147.0,00318,2,727
3561,4.0,14147.0,00319,1,266
3562,4.0,14147.0,00319,2,298
3563,4.0,14147.0,00320,1,69
3564,4.0,14147.0,00320,2,38
3565,4.0,14147.0,00323,1,2194
3566,4.0,14147.0,00323,2,2433
3567,4.0,14147.0,00324,1,171
3568,4.0,14147.0,00324,2,159
3569,4.0,14147.0,00325,1,423
3570,4.0,14147.0,00325,2,431
3571,4.0,14147.0,00326,1,2688
3572,4.0,14147.0,00326,2,2841
3573,4.0,14147.0,00327,1,227
3574,4.0,14147.0,00327,2,200
3575,4.0,14147.0,00328,1,747
3576,4.0,14147.0,00328,2,627
3577,4.0,14147.0,00329,1,165
3578,4.0,14147.0,00329,2,85
3579,4.0,14147.0,00330,1,389
3580,4.0,14147.0,00330,2,357
3581,4.0,14147.0,00331,1,1833
3582,4.0,14147.0,00331,2,1725
3583,4.0,14147.0,0316A,1,1484
3584,4.0,14147.0,0316A,2,1573
3585,4.0,14147.0,0316D,1,183
3586,4.0,14147.0,0316D,2,178
3587,4.0,14147.0,0316E,1,209
3588,4.0,14147.0,0316E,2,190
3589,4.0,14147.0,0316G,1,405
3590,4.0,14147.0,0316G,2,415
3591,4.0,14147.0,0316H,1,418
3592,4.0,14147.0,0316H,2,445
3593,4.0,14147.0,0316I,1,216
3594,4.0,14147.0,0316I,2,204
3595,4.0,14147.0,0316J,1,1284
3596,4.0,14147.0,0316J,2,1282
3597,4.0,14147.0,0326C,1,614
3598,4.0,14147.0,0326C,2,597
3599,4.0,14147.0,0328B,1,67
3600,4.0,14147.0,0328B,2,40
3601,4.0,14147.0,0330A,1,327
3602,4.0,14147.0,0330A,2,308
3603,4.0,14154.0,00332,1,240
3604,4.0,14154.0,00332,2,163
3605,4.0,14154.0,00333,1,184
3606,4.0,14154.0,00333,2,180
3607,4.0,14154.0,00334,1,233
3608,4.0,14154.0,00334,2,202
3609,4.0,14154.0,00335,1,912
3610,4.0,14154.0,00335,2,883
3611,4.0,14154.0,zonagris,1,105
3612,4.0,14154.0,zonagris,2,92
3613,4.0,14161.0,00336,1,4204
3614,4.0,14161.0,00336,2,4595
3615,4.0,14161.0,00337,1,971
3616,4.0,14161.0,00337,2,984
3617,4.0,14161.0,00338,1,662
3618,4.0,14161.0,00338,2,682
3619,4.0,14161.0,00339,1,630
3620,4.0,14161.0,00339,2,626
3621,4.0,14161.0,00340,1,3843
3622,4.0,14161.0,00340,2,4340
3623,4.0,14161.0,00341,1,1950
3624,4.0,14161.0,00341,2,2104
3625,4.0,14161.0,00342,1,2030
3626,4.0,14161.0,00342,2,2036
3627,4.0,14161.0,00343,1,351
3628,4.0,14161.0,00343,2,329
3629,4.0,14161.0,00344,1,4694
3630,4.0,14161.0,00344,2,5121
3631,4.0,14161.0,00345,1,374
3632,4.0,14161.0,00345,2,364
3633,4.0,14161.0,00346,1,340
3634,4.0,14161.0,00346,2,306
3635,4.0,14161.0,00347,1,33
3636,4.0,14161.0,00347,2,30
3637,4.0,14161.0,00348,1,16430
3638,4.0,14161.0,00348,2,18745
3639,4.0,14161.0,00349,1,1946
3640,4.0,14161.0,00349,2,2170
3641,4.0,14161.0,0337A,1,232
3642,4.0,14161.0,0337A,2,244
3643,4.0,14161.0,0347A,1,25
3644,4.0,14161.0,0347A,2,26
3645,4.0,14161.0,0349A,1,274
3646,4.0,14161.0,0349A,2,252
3647,4.0,14168.0,00350,1,264
3648,4.0,14168.0,00350,2,205
3649,4.0,14168.0,00351,1,405
3650,4.0,14168.0,00351,2,373
3651,4.0,14168.0,00352,1,620
3652,4.0,14168.0,00352,2,640
3653,4.0,14168.0,00353,1,103
3654,4.0,14168.0,00353,2,91
3655,4.0,14168.0,00354,1,75
3656,4.0,14168.0,00354,2,69
3657,4.0,14168.0,00355,1,458
3658,4.0,14168.0,00355,2,460
3659,4.0,14168.0,00356,1,137
3660,4.0,14168.0,00356,2,123
3661,4.0,14168.0,00357,1,564
3662,4.0,14168.0,00357,2,569
3663,4.0,14168.0,00358,1,237
3664,4.0,14168.0,00358,2,213
3665,4.0,14168.0,00359,1,3064
3666,4.0,14168.0,00359,2,3243
3667,4.0,14168.0,0351A,1,470
3668,4.0,14168.0,0351A,2,418
3669,4.0,14168.0,0352A,1,143
3670,4.0,14168.0,0352A,2,98
3671,4.0,14175.0,00360,1,189
3672,4.0,14175.0,00360,2,162
3673,4.0,14175.0,00361,1,525
3674,4.0,14175.0,00361,2,527
3675,4.0,14175.0,00362,1,128
3676,4.0,14175.0,00362,2,97
3677,4.0,14175.0,00363,1,171
3678,4.0,14175.0,00363,2,145
3679,4.0,14175.0,00364,1,1596
3680,4.0,14175.0,00364,2,1701
3681,4.0,14175.0,00366,1,249
3682,4.0,14175.0,00366,2,256
3683,4.0,14175.0,00367,1,352
3684,4.0,14175.0,00367,2,259
3685,4.0,14175.0,00368,1,236
3686,4.0,14175.0,00368,2,236
3687,4.0,14175.0,00369,1,169
3688,4.0,14175.0,00369,2,139
3689,4.0,14175.0,00371,1,726
3690,4.0,14175.0,00371,2,710
3691,4.0,14175.0,0370A,1,191
3692,4.0,14175.0,0370A,2,157
3693,4.0,14182.0,00372,1,522
3694,4.0,14182.0,00372,2,458
3695,4.0,14182.0,00373,1,1557
3696,4.0,14182.0,00373,2,1543
3697,4.0,14182.0,00374,1,259
3698,4.0,14182.0,00374,2,216
3699,4.0,14182.0,00375,1,12630
3700,4.0,14182.0,00375,2,13743
3701,4.0,14182.0,00376,1,167
3702,4.0,14182.0,00376,2,165
3703,4.0,14182.0,00377,1,77
3704,4.0,14182.0,00377,2,81
3705,4.0,14182.0,00378,1,3192
3706,4.0,14182.0,00378,2,3463
3707,4.0,14182.0,00381,1,536
3708,4.0,14182.0,00381,2,526
3709,4.0,14182.0,00382,1,290
3710,4.0,14182.0,00382,2,263
3711,4.0,14182.0,00384,1,625
3712,4.0,14182.0,00384,2,618
3713,4.0,14182.0,00385,1,590
3714,4.0,14182.0,00385,2,639
3715,4.0,14182.0,00386,1,322
3716,4.0,14182.0,00386,2,294
3717,4.0,14182.0,00387,1,613
3718,4.0,14182.0,00387,2,588
3719,4.0,14182.0,00389,1,2273
3720,4.0,14182.0,00389,2,2424
3721,4.0,14182.0,00390,1,272
3722,4.0,14182.0,00390,2,189
3723,4.0,14182.0,00391,1,2711
3724,4.0,14182.0,00391,2,2912
3725,4.0,14182.0,00392,1,1426
3726,4.0,14182.0,00392,2,1469
