,PROV,circuito,P09,P09_count
32243,66.0,0044B,3,78
32244,66.0,0044D,3,27
32245,66.0,0044D,5,6
32246,66.0,0044F,0,53
32247,66.0,0046A,7,34
32248,66.0,0046B,0,11
32249,66.0,0046B,2,93
32250,66.0,0046B,3,15
32251,66.0,0046B,5,15
32252,66.0,0046E,0,29
32253,66.0,0046F,5,15
32254,66.0,0046K,4,22
32255,66.0,0046K,5,34
32256,66.0,0047A,0,6
32257,66.0,0047A,2,25
32258,66.0,0047A,5,1
32259,66.0,0048A,0,6
32260,66.0,0048D,4,14
32261,66.0,0048D,6,4
32262,66.0,0049E,5,13
32263,66.0,0049F,5,14
32264,66.0,0049F,6,14
32265,66.0,0049I,0,12
32266,66.0,0049I,2,47
32267,66.0,0050A,1,4
32268,66.0,0050A,7,17
32269,66.0,0050B,0,30
32270,66.0,0050B,5,21
32271,66.0,0050C,3,34
32272,66.0,0050C,4,22
32273,66.0,0051A,6,57
32274,66.0,0051C,4,8
32275,66.0,0051D,0,19
32276,66.0,0052B,9,21
32277,66.0,0053B,6,27
32278,66.0,0053D,5,75
32279,66.0,0053D,7,30
32280,66.0,0055A,1,2
32281,66.0,0056B,3,30
32282,66.0,0056G,6,30
32283,66.0,0056G,7,21
32284,66.0,0057A,4,51
32285,66.0,0057A,5,18
32286,66.0,0057B,0,15
32287,66.0,0057B,3,15
32288,66.0,0057B,4,21
32289,66.0,0058A,9,35
32290,66.0,0059A,0,40
32291,66.0,0063A,7,46
32292,66.0,0063A,9,6
32293,66.0,0067B,8,11
32294,66.0,0067D,2,124
32295,66.0,0067E,4,4
32296,66.0,0068A,4,8
32297,66.0,0068A,5,3
32298,66.0,0068B,4,44
32299,66.0,0070B,0,25
32300,66.0,0070B,3,11
32301,66.0,0071A,5,3
32302,66.0,0071A,6,2
32303,66.0,0072A,3,23
32304,66.0,0072A,7,9
32305,66.0,0072B,4,11
32306,66.0,0072D,3,10
32307,66.0,0076A,0,5
32308,66.0,0076A,4,22
32309,66.0,0077A,9,11
32310,66.0,0077D,0,16
32311,66.0,0077D,3,37
32312,66.0,0077D,5,57
32313,66.0,0077E,4,19
32314,66.0,0078A,8,1
32315,66.0,0079B,0,12
32316,66.0,0079C,0,96
32317,66.0,0080A,2,36
32318,66.0,0080A,5,1
32319,66.0,0082A,3,28
32320,66.0,0082A,5,46
32321,66.0,0082B,0,51
32322,66.0,0082B,4,23
32323,66.0,0082B,5,19
32324,66.0,0084A,6,59
32325,66.0,0085A,3,15
32326,66.0,0085A,7,16
32327,66.0,0086A,5,47
32328,66.0,0087A,7,12
32329,66.0,0088A,3,43
32330,66.0,0088A,4,47
32331,66.0,0088B,3,14
32332,66.0,0088B,5,3
32333,66.0,0088B,6,8
32334,66.0,0089A,0,13
32335,66.0,0089A,4,33
32336,66.0,0089B,0,23
32337,66.0,0089B,3,40
32338,66.0,0089B,8,5
32339,66.0,0089D,6,27
32340,66.0,0089E,1,1
32341,66.0,0090C,2,69
32342,66.0,0090C,3,7
32343,66.0,0091B,0,12
32344,66.0,0091B,5,39
32345,66.0,0093B,0,12
32346,66.0,0093B,2,77
32347,66.0,0093B,4,12
32348,66.0,0095A,0,32
32349,66.0,0097D,0,6
32350,66.0,0098A,0,42
32351,66.0,0098A,3,18
32352,66.0,0099B,0,5
32353,66.0,0099B,2,96
32354,66.0,0099B,4,15
32355,66.0,0099C,6,12
32356,66.0,0101A,0,26
32357,66.0,0102A,2,66
32358,66.0,0102A,4,50
32359,66.0,0103A,2,61
32360,66.0,0103A,3,11
32361,66.0,0103A,4,40
32362,66.0,0103A,6,12
32363,70.0,00001,9,12
32364,70.0,00002,5,11
32365,70.0,00002,9,5
32366,70.0,00005,5,30
32367,70.0,00005,9,8
32368,70.0,00008,0,34
32369,70.0,00008,9,30
32370,70.0,00009,0,17
32371,70.0,00009,3,12
32372,70.0,00011,3,17
32373,70.0,00012,0,36
32374,70.0,00012,3,40
32375,70.0,00012,8,16
32376,70.0,00012,9,26
32377,70.0,00013,0,9
32378,70.0,00013,5,36
32379,70.0,00015,0,7
32380,70.0,00015,3,8
32381,70.0,00021,8,20
32382,70.0,00021,9,8
32383,70.0,00022,9,25
32384,70.0,00023,8,28
32385,70.0,00023,9,6
32386,70.0,00024,3,31
32387,70.0,00025,8,15
32388,70.0,00026,0,11
32389,70.0,00028,0,2
32390,70.0,00029,5,30
32391,70.0,00029,9,3
32392,70.0,00030,0,37
32393,70.0,00030,8,21
32394,70.0,00032,3,22
32395,70.0,00036,3,66
32396,70.0,00037,5,41
32397,70.0,00037,6,51
32398,70.0,00038,5,67
32399,70.0,00039,1,8
32400,70.0,00039,8,20
32401,70.0,00040,9,42
32402,70.0,00043,1,8
32403,70.0,00044,3,106
32404,70.0,00044,6,62
32405,70.0,00046,0,30
32406,70.0,00047,0,36
32407,70.0,00047,3,50
32408,70.0,00047,8,72
32409,70.0,00048,0,70
32410,70.0,00048,9,41
32411,70.0,00053,0,53
32412,70.0,00053,3,96
32413,70.0,00053,9,20
32414,70.0,00055,8,40
32415,70.0,00056,1,51
32416,70.0,00058,8,56
32417,70.0,00058,9,42
32418,70.0,00060,3,24
32419,70.0,00063,6,82
32420,70.0,00064,0,50
32421,70.0,00064,9,15
32422,70.0,00066,0,56
32423,70.0,00067,0,25
32424,70.0,00067,3,46
32425,70.0,00068,6,29
32426,70.0,00071,0,21
32427,70.0,00071,3,39
32428,70.0,00071,7,13
32429,70.0,00072,5,14
32430,70.0,00072,6,9
32431,70.0,00072,7,18
32432,70.0,00073,3,29
32433,70.0,00073,5,24
32434,70.0,00074,9,16
32435,70.0,00076,6,32
32436,70.0,00076,7,62
32437,70.0,00077,8,3
32438,70.0,00079,9,22
32439,70.0,00080,5,13
32440,70.0,00084,9,41
32441,70.0,00085,0,17
32442,70.0,00085,6,12
32443,70.0,00087,5,15
32444,70.0,00087,6,6
32445,70.0,00089,9,21
32446,70.0,00090,0,19
32447,70.0,00091,3,54
32448,70.0,00091,7,11
32449,70.0,00092,9,8
32450,70.0,00093,0,40
32451,70.0,00093,9,15
32452,70.0,00097,5,89
32453,70.0,00099,0,70
32454,70.0,00099,6,32
32455,70.0,00101,5,37
32456,70.0,00102,0,32
32457,70.0,00103,9,32
32458,70.0,00104,1,8
32459,70.0,00105,5,19
32460,70.0,00107,9,5
32461,70.0,00108,0,47
32462,70.0,00109,3,34
32463,70.0,00110,7,12
32464,70.0,00111,3,35
32465,70.0,00111,5,15
32466,70.0,00112,2,167
32467,70.0,00112,3,23
32468,70.0,00112,4,16
32469,70.0,00114,0,7
32470,70.0,00115,3,63
32471,70.0,00115,9,5
32472,70.0,00116,0,8
32473,70.0,00117,0,5
32474,70.0,00117,3,10
32475,70.0,00117,4,24
32476,70.0,00117,5,6
32477,70.0,00117,6,5
32478,70.0,00118,3,28
32479,70.0,00118,8,18
32480,70.0,00118,9,11
32481,70.0,00120,9,9
32482,70.0,00122,0,8
32483,70.0,00122,4,23
32484,70.0,00125,6,65
32485,70.0,00129,3,12
32486,70.0,00130,3,38
32487,70.0,00130,9,10
32488,70.0,00131,5,16
32489,70.0,00132,0,39
32490,70.0,00132,1,3
32491,70.0,00132,3,24
32492,70.0,00132,7,159
32493,70.0,00132,8,10
32494,70.0,00136,6,32
32495,70.0,00136,7,21
32496,70.0,00137,0,41
32497,70.0,00137,3,31
32498,70.0,00137,5,26
32499,70.0,00137,9,7
32500,70.0,00138,0,12
32501,70.0,00138,3,21
32502,70.0,00138,4,1058
32503,70.0,00138,5,39
32504,70.0,00139,0,50
32505,70.0,00139,7,51
32506,70.0,0093A,9,2
32507,70.0,0094A,6,5
32508,70.0,0110A,5,13
32509,70.0,0114A,0,6
32510,74.0,00002,9,25
32511,74.0,00004,9,5
32512,74.0,00008,3,22
32513,74.0,00008,4,88
32514,74.0,00008,5,20
32515,74.0,00008,8,4
32516,74.0,00015,4,51
32517,74.0,00015,5,3
32518,74.0,00015,6,9
32519,74.0,00021,7,19
32520,74.0,00023,1,6
32521,74.0,00024,5,33
32522,74.0,00025,5,12
32523,74.0,00026,0,8
32524,74.0,00026,6,9
32525,74.0,00026,9,1
32526,74.0,00036,0,3
32527,74.0,00036,5,10
32528,74.0,00036,6,7
32529,74.0,00039,0,6
32530,74.0,00041,6,40
32531,74.0,00042,8,8
32532,74.0,00042,9,26
32533,74.0,00043,7,22
32534,74.0,00044,4,74
32535,74.0,00045,5,77
32536,74.0,00048,5,6
32537,74.0,00048,6,5
32538,74.0,00048,7,17
32539,74.0,00049,9,9
32540,74.0,0004A,3,9
32541,74.0,00051,5,19
32542,74.0,00052,7,35
32543,74.0,00055,4,94
32544,74.0,00055,7,11
32545,74.0,00056,3,20
32546,74.0,00056,4,35
32547,74.0,00056,5,11
32548,74.0,00058,3,13
32549,74.0,00058,4,23
32550,74.0,00058,5,15
32551,74.0,00061,6,11
32552,74.0,00061,7,4
32553,74.0,00063,3,55
32554,74.0,00066,6,14
32555,74.0,00072,5,124
32556,74.0,00073,6,45
32557,74.0,00073,7,37
32558,74.0,00075,1,4
32559,74.0,00080,6,9
32560,74.0,00081,9,5
32561,74.0,00088,0,16
32562,74.0,00088,4,47
32563,74.0,00092,0,16
32564,74.0,00092,5,38
32565,74.0,00092,6,19
32566,74.0,00100,0,18
32567,74.0,00102,4,54
32568,74.0,00102,5,1
32569,74.0,00104,3,18
32570,74.0,00104,4,48
32571,74.0,00105,0,6
32572,74.0,00105,2,62
32573,74.0,00107,3,38
32574,74.0,00108,8,5
32575,74.0,00111,1,2
32576,74.0,01003,0,59
32577,74.0,01006,0,46
32578,74.0,01010,0,16
32579,74.0,01010,3,59
32580,74.0,01010,8,9
32581,74.0,01011,3,28
32582,74.0,01014,8,71
32583,74.0,01016,5,23
32584,74.0,01017,9,15
32585,74.0,01018,8,65
32586,74.0,01019,0,68
32587,74.0,01022,8,24
32588,74.0,01802,0,18
32589,74.0,01804,5,32
32590,74.0,03002,8,36
32591,74.0,03004,0,27
32592,74.0,03007,0,91
32593,74.0,03007,3,110
32594,74.0,03008,3,14
32595,74.0,03010,0,31
32596,74.0,03014,0,68
32597,74.0,03016,0,49
32598,74.0,03016,9,17
32599,74.0,03018,3,95
32600,74.0,03018,9,25
32601,74.0,03019,9,20
32602,74.0,03401,5,26
32603,74.0,03403,6,39
32604,74.0,03404,5,10
32605,74.0,03404,7,59
32606,74.0,03406,3,9
32607,74.0,03406,6,56
32608,74.0,03407,0,16
32609,74.0,07001,9,6
32610,74.0,07003,3,9
32611,74.0,07003,6,79
32612,74.0,07003,7,91
32613,74.0,07004,0,10
32614,74.0,07004,5,22
32615,74.0,07006,5,50
32616,74.0,07006,8,38
32617,74.0,1001B,8,13
32618,74.0,1001C,0,7
32619,74.0,1001C,5,20
32620,74.0,1001C,8,14
32621,74.0,1008C,3,68
32622,74.0,1008C,8,23
32623,74.0,1008C,9,16
32624,74.0,3001A,9,19
32625,74.0,3001B,3,54
32626,74.0,3001B,8,37
32627,74.0,3001B,9,13
32628,78.0,00001,1,6
32629,78.0,00004,9,2
32630,78.0,00006,1,7
32631,78.0,00008,8,28
32632,78.0,00009,8,12
32633,78.0,00012,3,11
32634,78.0,00013,1,3
32635,78.0,00013,9,3
32636,78.0,00014,9,10
32637,78.0,00018,1,24
32638,78.0,0001A,0,38
32639,78.0,0001A,8,16
32640,78.0,0005A,3,9
32641,78.0,0006A,0,21
32642,78.0,0006A,7,105
32643,78.0,0016A,3,17
32644,78.0,0016A,8,24
32645,82.0,00003,3,7
32646,82.0,00005,0,8
32647,82.0,00006,0,14
32648,82.0,00008,9,34
32649,82.0,00009,0,23
32650,82.0,00010,0,24
32651,82.0,00010,9,24
32652,82.0,00011,9,22
32653,82.0,00013,0,89
32654,82.0,00024,8,16
32655,82.0,00025,0,18
32656,82.0,00025,7,51
32657,82.0,00026,5,21
32658,82.0,00026,7,35
32659,82.0,00026,8,4
32660,82.0,00029,9,16
32661,82.0,00030,5,18
32662,82.0,00030,8,10
32663,82.0,00030,9,11
32664,82.0,00033,1,3
32665,82.0,00037,2,76
32666,82.0,00037,4,46
32667,82.0,00039,3,37
32668,82.0,00041,7,16
32669,82.0,00042,0,15
32670,82.0,00043,0,23
32671,82.0,00043,5,20
32672,82.0,00043,8,4
32673,82.0,00044,0,68
32674,82.0,00045,5,18
32675,82.0,00046,5,31
32676,82.0,00046,8,4
32677,82.0,00049,7,35
32678,82.0,00051,0,7
32679,82.0,00051,6,46
32680,82.0,00051,7,19
32681,82.0,00051,9,3
32682,82.0,00052,0,19
32683,82.0,00056,0,30
32684,82.0,00057,8,8
32685,82.0,00057,9,34
32686,82.0,00058,0,4
32687,82.0,00058,3,29
32688,82.0,00058,6,41
32689,82.0,00059,5,5
32690,82.0,00059,7,12
32691,82.0,00061,0,6
32692,82.0,00061,7,29
32693,82.0,00062,8,4
32694,82.0,00062,9,7
32695,82.0,00063,5,44
32696,82.0,00064,5,14
32697,82.0,00066,3,15
32698,82.0,00067,7,44
32699,82.0,00068,0,20
32700,82.0,00069,6,10
32701,82.0,00070,2,126
32702,82.0,00070,3,15
32703,82.0,00070,4,38
32704,82.0,00071,7,3
32705,82.0,00073,0,6
32706,82.0,00073,3,16
32707,82.0,00075,4,26
32708,82.0,00075,9,2
32709,82.0,00077,4,14
32710,82.0,00081,0,8
32711,82.0,00081,7,53
32712,82.0,00085,3,14
32713,82.0,00085,7,26
32714,82.0,00086,9,3
32715,82.0,00087,5,36
32716,82.0,00088,3,35
32717,82.0,00088,5,32
32718,82.0,00088,8,4
32719,82.0,00093,3,79
32720,82.0,00093,9,6
32721,82.0,00094,5,49
32722,82.0,00095,5,14
32723,82.0,00095,6,41
32724,82.0,00095,7,16
32725,82.0,00096,5,24
32726,82.0,00096,6,40
32727,82.0,00096,9,3
32728,82.0,00097,4,67
32729,82.0,00097,7,11
32730,82.0,00098,3,23
32731,82.0,00098,5,12
32732,82.0,00098,6,37
32733,82.0,00101,2,123
32734,82.0,00101,4,44
32735,82.0,00101,6,6
32736,82.0,00104,3,19
32737,82.0,00104,7,6
32738,82.0,00105,5,17
32739,82.0,00107,9,15
32740,82.0,00112,0,4
32741,82.0,00112,4,36
32742,82.0,00112,5,3
32743,82.0,00113,7,8
32744,82.0,00114,5,5
32745,82.0,00119,5,4
32746,82.0,00119,9,2
32747,82.0,00120,8,1
32748,82.0,00122,6,17
32749,82.0,00123,0,56
32750,82.0,00125,6,69
32751,82.0,00129,6,14
32752,82.0,00132,3,29
32753,82.0,00133,3,18
32754,82.0,00134,6,40
32755,82.0,00139,5,6
32756,82.0,00139,6,28
32757,82.0,00139,7,40
32758,82.0,00141,4,55
32759,82.0,00143,9,1
32760,82.0,00144,0,8
32761,82.0,00144,3,8
32762,82.0,00147,7,4
32763,82.0,00148,3,10
32764,82.0,00149,4,33
32765,82.0,00149,6,4
32766,82.0,00149,7,2
32767,82.0,00151,5,5
32768,82.0,00151,6,14
32769,82.0,00153,3,17
32770,82.0,00153,5,7
32771,82.0,00153,6,27
32772,82.0,00153,7,29
32773,82.0,00154,7,10
32774,82.0,00155,3,43
32775,82.0,00155,8,14
32776,82.0,00157,0,16
32777,82.0,00161,8,11
32778,82.0,00161,9,28
32779,82.0,00162,6,31
32780,82.0,00163,4,28
32781,82.0,00163,6,7
32782,82.0,00164,3,60
32783,82.0,00164,9,7
32784,82.0,00165,0,69
32785,82.0,00165,8,23
32786,82.0,00166,5,59
32787,82.0,00166,8,6
32788,82.0,00166,9,9
32789,82.0,00167,0,13
32790,82.0,00169,5,5
32791,82.0,00174,0,7
32792,82.0,00175,3,14
32793,82.0,00175,4,36
32794,82.0,00177,0,15
32795,82.0,00177,6,16
32796,82.0,00178,3,101
32797,82.0,00181,0,25
32798,82.0,00181,5,15
32799,82.0,00182,3,5
32800,82.0,00184,6,116
32801,82.0,00184,7,63
32802,82.0,00185,1,7
32803,82.0,00189,0,18
32804,82.0,00189,7,4
32805,82.0,00191,9,14
32806,82.0,00193,6,72
32807,82.0,00194,3,15
32808,82.0,00194,4,68
32809,82.0,00194,5,7
32810,82.0,00195,0,32
32811,82.0,00195,7,16
32812,82.0,00195,9,2
32813,82.0,00196,0,19
32814,82.0,00196,6,12
32815,82.0,00197,0,10
32816,82.0,00197,3,54
32817,82.0,00197,4,75
32818,82.0,00198,3,14
32819,82.0,00200,6,17
32820,82.0,00201,6,20
32821,82.0,00201,7,8
32822,82.0,00203,0,7
32823,82.0,00203,3,24
32824,82.0,00203,6,12
32825,82.0,00204,9,2
32826,82.0,00205,4,34
32827,82.0,00205,6,13
32828,82.0,00205,7,8
32829,82.0,00207,0,13
32830,82.0,00207,5,3
32831,82.0,00209,3,15
32832,82.0,00209,6,14
32833,82.0,00211,6,29
32834,82.0,00211,7,9
32835,82.0,00212,7,65
32836,82.0,00212,9,7
32837,82.0,00213,3,46
32838,82.0,00216,3,25
32839,82.0,00217,0,11
32840,82.0,00218,0,32
32841,82.0,00221,1,7
32842,82.0,00221,3,74
32843,82.0,00221,9,37
32844,82.0,00222,5,10
32845,82.0,00226,3,4
32846,82.0,00228,3,27
32847,82.0,00229,5,18
32848,82.0,00231,2,80
32849,82.0,00231,3,11
32850,82.0,00231,4,14
32851,82.0,00231,5,3
32852,82.0,00232,9,47
32853,82.0,00234,0,72
32854,82.0,00234,5,39
32855,82.0,00234,7,24
32856,82.0,00235,8,13
32857,82.0,00235,9,31
32858,82.0,00238,0,59
32859,82.0,00239,9,20
32860,82.0,00240,0,59
32861,82.0,00240,5,47
32862,82.0,00241,2,17
32863,82.0,00241,4,2
32864,82.0,00242,3,24
32865,82.0,00245,5,29
32866,82.0,00245,7,50
32867,82.0,00245,9,3
32868,82.0,00246,3,15
32869,82.0,00247,3,22
32870,82.0,00247,5,16
32871,82.0,00247,6,36
32872,82.0,00247,7,12
32873,82.0,00249,3,10
32874,82.0,00251,8,10
32875,82.0,00251,9,56
32876,82.0,00260,5,38
32877,82.0,00261,4,76
32878,82.0,00261,6,7
32879,82.0,00261,7,3
32880,82.0,00263,7,15
32881,82.0,00267,2,95
32882,82.0,00269,5,4
32883,82.0,00270,5,1
32884,82.0,00271,0,6
32885,82.0,00271,2,71
32886,82.0,00279,7,10
32887,82.0,00280,7,15
32888,82.0,00281,3,10
32889,82.0,00283,0,13
32890,82.0,00284,3,9
32891,82.0,00284,6,37
32892,82.0,00287,3,26
32893,82.0,00287,4,71
32894,82.0,00287,6,13
32895,82.0,00290,7,2
32896,82.0,00294,2,22
32897,82.0,00294,4,13
32898,82.0,00294,6,3
32899,82.0,00304,5,49
32900,82.0,00305,1,15
32901,82.0,00307,0,40
32902,82.0,00308,5,13
32903,82.0,00308,9,10
32904,82.0,00309,0,12
32905,82.0,00309,5,14
32906,82.0,00311,5,8
32907,82.0,00311,8,58
32908,82.0,00313,0,9
32909,82.0,00319,0,12
32910,82.0,00319,5,21
32911,82.0,00322,0,20
32912,82.0,00323,3,43
32913,82.0,00323,9,17
32914,82.0,00324,5,22
32915,82.0,00324,9,6
32916,82.0,00329,0,83
32917,82.0,00331,3,7
32918,82.0,00332,0,18
32919,82.0,00332,1,2
32920,82.0,00335,3,4
32921,82.0,00336,3,8
32922,82.0,00338,0,30
32923,82.0,00338,3,5
32924,82.0,00340,0,43
32925,82.0,00343,1,2
32926,82.0,00348,1,31
32927,82.0,00350,6,19
32928,82.0,00351,3,21
32929,82.0,00352,1,6
32930,82.0,00357,8,11
32931,82.0,00359,1,26
32932,82.0,00364,8,16
32933,82.0,00365,0,23
32934,82.0,00365,3,19
32935,82.0,00365,9,10
32936,82.0,00369,0,14
32937,82.0,00371,0,46
32938,82.0,00373,3,23
32939,82.0,00376,5,24
32940,82.0,00376,8,6
32941,82.0,00386,8,5
32942,82.0,00387,5,24
32943,82.0,00389,0,88
32944,82.0,00389,8,18
32945,82.0,00391,0,12
32946,82.0,00392,3,23
32947,82.0,00393,0,22
32948,82.0,00393,8,6
32949,82.0,00396,1,9
32950,82.0,00396,5,54
32951,82.0,00397,8,9
32952,82.0,00399,1,5
32953,82.0,00405,3,45
32954,82.0,00405,5,34
32955,82.0,00408,9,72
32956,82.0,00409,3,13
32957,82.0,00409,6,48
32958,82.0,00409,7,67
32959,82.0,00412,3,39
32960,82.0,00412,5,38
32961,82.0,00412,9,6
32962,82.0,00415,8,7
32963,82.0,00421,1,2
32964,82.0,00421,8,11
32965,82.0,00422,3,26
32966,82.0,00423,9,35
32967,82.0,00424,3,28
32968,82.0,0085A,3,4
32969,82.0,0096A,0,37
32970,82.0,0096A,9,8
32971,82.0,0120A,4,29
32972,82.0,0120B,0,4
32973,82.0,0134A,1,8
32974,82.0,0208B,0,1
32975,82.0,0208B,2,53
32976,82.0,0208C,5,7
32977,82.0,0208C,6,7
32978,82.0,0208C,7,5
32979,82.0,0212A,5,4
32980,82.0,0215A,0,10
32981,82.0,0215A,3,5
32982,82.0,0222A,2,56
32983,82.0,0224A,6,10
32984,82.0,0224B,0,30
32985,82.0,0224B,3,31
32986,82.0,0224B,4,145
32987,82.0,0224B,5,10
32988,82.0,0224C,9,29
32989,82.0,0224E,9,95
32990,82.0,0225A,2,119
32991,82.0,0225A,4,47
32992,82.0,0227A,0,45
32993,82.0,0254A,2,80
32994,82.0,0254A,4,46
32995,82.0,0256A,2,42
32996,82.0,0256A,4,5
32997,82.0,0276A,2,57
32998,82.0,0276A,4,10
32999,82.0,0341B,3,12
33000,82.0,0341B,4,65
33001,82.0,0341B,6,19
33002,82.0,0343A,6,69
33003,82.0,0349B,8,17
33004,82.0,0349C,8,13
33005,82.0,0351A,6,9
33006,82.0,0353A,1,17
33007,82.0,0354A,9,35
33008,82.0,0355A,0,41
33009,82.0,0356A,7,120
33010,82.0,0360A,0,17
33011,82.0,0360A,3,9
33012,82.0,0362C,5,30
33013,82.0,0362D,5,46
33014,82.0,0362F,9,59
33015,82.0,0377B,9,11
33016,82.0,0378A,7,53
33017,82.0,0378B,3,6
33018,82.0,0378B,7,15
33019,82.0,0378C,9,2
33020,82.0,0378D,3,11
33021,82.0,0379A,0,24
33022,82.0,0379C,6,47
33023,82.0,0384A,0,54
33024,82.0,0384A,9,8
33025,82.0,0384B,3,11
33026,82.0,0384C,4,147
33027,82.0,0384C,6,32
33028,82.0,0385A,0,21
33029,82.0,0385C,7,11
33030,82.0,0386A,0,5
33031,82.0,0386A,6,32
33032,82.0,0386B,3,23
33033,82.0,0390B,3,42
33034,82.0,0390B,5,18
33035,82.0,0390C,2,39
33036,82.0,0390C,6,3
33037,82.0,0390D,2,160
33038,82.0,0390D,4,99
33039,82.0,0390D,5,25
33040,82.0,0390D,7,7
33041,82.0,0391A,7,58
33042,82.0,0393A,3,11
33043,82.0,0393A,5,12
33044,82.0,0393A,7,32
33045,82.0,0395A,7,34
33046,82.0,0396A,3,26
33047,82.0,0396A,5,13
33048,82.0,0397A,7,197
33049,82.0,0397A,9,14
33050,82.0,0399A,9,52
33051,82.0,0401A,1,3
33052,82.0,0401A,5,54
33053,82.0,0401B,3,59
33054,82.0,0404A,9,49
33055,82.0,0404B,9,3
33056,82.0,0411A,0,30
33057,82.0,0411B,0,16
33058,82.0,0411B,6,20
33059,82.0,0413B,7,30
33060,82.0,0414A,5,20
33061,82.0,0418A,1,3
33062,82.0,0418A,3,33
33063,82.0,0418B,5,10
33064,82.0,0420A,1,22
33065,82.0,0420A,8,65
33066,82.0,0422B,3,7
33067,82.0,0422B,5,6
33068,82.0,0425B,0,18
33069,86.0,00001,0,18
33070,86.0,00001,3,24
33071,86.0,00002,0,15
33072,86.0,00002,3,6
33073,86.0,00003,8,24
33074,86.0,00006,9,23
33075,86.0,00012,0,48
33076,86.0,00017,8,12
33077,86.0,00019,4,12
33078,86.0,00021,7,16
33079,86.0,00022,4,13
33080,86.0,00022,5,4
33081,86.0,00029,0,59
33082,86.0,0002A,1,7
33083,86.0,00030,4,10
33084,86.0,00030,6,5
33085,86.0,00030,7,3
33086,86.0,00031,5,138
33087,86.0,00032,4,38
33088,86.0,00032,5,23
33089,86.0,00036,3,25
33090,86.0,00038,4,57
33091,86.0,00039,0,27
33092,86.0,00040,0,14
33093,86.0,00040,7,3
33094,86.0,00042,6,20
33095,86.0,00045,3,17
33096,86.0,00045,5,20
33097,86.0,00045,6,25
33098,86.0,00045,7,20
33099,86.0,00046,4,82
33100,86.0,00047,5,65
33101,86.0,00049,0,26
33102,86.0,00049,3,13
33103,86.0,00050,0,13
33104,86.0,00050,4,17
33105,86.0,00050,6,4
33106,86.0,00052,1,6
33107,86.0,00054,5,28
33108,86.0,00055,3,17
33109,86.0,00055,5,17
33110,86.0,00057,3,2
33111,86.0,00059,4,25
33112,86.0,00060,0,60
33113,86.0,00060,6,13
33114,86.0,00061,5,8
33115,86.0,00062,3,25
33116,86.0,00064,0,25
33117,86.0,00064,4,33
33118,86.0,00065,5,7
33119,86.0,00066,7,18
33120,86.0,00067,8,11
33121,86.0,00073,1,3
33122,86.0,00073,5,31
33123,86.0,00073,7,18
33124,86.0,00078,0,31
33125,86.0,00079,0,42
33126,86.0,00079,3,12
33127,86.0,0007A,9,40
33128,86.0,0007C,1,12
33129,86.0,00080,4,46
33130,86.0,00080,5,12
33131,86.0,00080,6,4
33132,86.0,00083,4,12
33133,86.0,00083,5,16
33134,86.0,00085,4,25
33135,86.0,00086,6,24
33136,86.0,00089,3,15
33137,86.0,00089,5,31
33138,86.0,0008A,0,38
33139,86.0,00090,1,2
33140,86.0,00093,6,44
33141,86.0,00094,7,14
33142,86.0,00097,6,5
33143,86.0,00098,3,32
33144,86.0,00098,7,25
33145,86.0,00100,0,36
33146,86.0,00101,4,44
33147,86.0,00101,5,15
33148,86.0,00103,3,8
33149,86.0,00103,4,60
33150,86.0,00104,3,21
33151,86.0,00104,6,53
33152,86.0,00104,7,14
33153,86.0,00105,6,6
33154,86.0,00106,7,31
33155,86.0,00107,7,14
33156,86.0,00108,0,96
33157,86.0,00108,3,55
33158,86.0,00108,5,67
33159,86.0,00108,6,25
33160,86.0,00108,7,11
33161,86.0,00109,0,19
33162,86.0,00112,2,111
33163,86.0,00112,4,18
33164,86.0,00112,6,5
33165,86.0,00117,9,4
33166,86.0,00119,3,7
33167,86.0,00119,4,18
33168,86.0,00123,0,41
33169,86.0,00124,0,88
33170,86.0,00126,3,8
33171,86.0,00126,6,9
33172,86.0,00126,7,5
33173,86.0,00131,1,1
33174,86.0,00132,2,53
33175,86.0,00132,3,6
33176,86.0,00132,4,9
33177,86.0,00134,5,4
33178,86.0,00136,0,66
33179,86.0,00138,4,31
33180,86.0,00139,9,10
33181,86.0,00140,1,8
33182,86.0,00140,8,7
33183,86.0,00141,4,27
33184,86.0,00141,6,29
33185,86.0,00145,9,21
33186,86.0,00150,3,9
33187,86.0,00151,6,2
33188,86.0,00152,4,47
33189,86.0,00153,5,23
33190,86.0,00154,9,3
33191,86.0,00158,3,21
33192,86.0,00159,0,39
33193,86.0,00159,3,45
33194,86.0,00159,4,27
33195,86.0,00159,5,6
33196,86.0,00162,0,9
33197,86.0,00166,7,1
33198,86.0,00169,0,22
33199,86.0,00169,5,4
33200,86.0,00170,8,3
33201,86.0,00170,9,27
33202,86.0,00171,6,31
33203,86.0,00171,9,3
33204,86.0,00172,2,116
33205,86.0,00172,4,49
33206,86.0,00176,5,45
33207,86.0,00179,3,3
33208,86.0,00182,6,51
33209,86.0,00182,7,18
33210,86.0,00184,0,28
33211,86.0,00184,6,14
33212,86.0,00185,0,21
33213,86.0,00190,3,25
33214,86.0,00192,6,11
33215,86.0,00192,7,3
33216,86.0,00193,8,45
33217,86.0,00196,3,24
33218,86.0,00196,7,13
33219,86.0,00197,3,4
33220,86.0,00197,4,24
33221,86.0,00198,3,26
33222,86.0,00198,5,57
33223,86.0,00199,0,16
