,PROV,circuito,P09,P09_count
10821,14.0,00353,6,4
10822,14.0,00353,7,15
10823,14.0,00354,0,19
10824,14.0,00354,2,91
10825,14.0,00355,2,415
10826,14.0,00355,4,358
10827,14.0,00355,6,58
10828,14.0,00355,7,61
10829,14.0,00356,2,159
10830,14.0,00356,4,80
10831,14.0,00356,7,5
10832,14.0,00357,0,35
10833,14.0,00357,2,534
10834,14.0,00357,3,9
10835,14.0,00357,4,345
10836,14.0,00357,6,63
10837,14.0,00357,7,127
10838,14.0,00357,8,9
10839,14.0,00358,2,274
10840,14.0,00358,4,112
10841,14.0,00358,6,19
10842,14.0,00358,8,1
10843,14.0,00359,0,130
10844,14.0,00359,2,2300
10845,14.0,00359,3,47
10846,14.0,00359,4,2606
10847,14.0,00359,5,72
10848,14.0,00359,6,549
10849,14.0,00359,7,553
10850,14.0,00359,9,31
10851,14.0,0035A,2,496
10852,14.0,0035A,4,512
10853,14.0,0035A,5,35
10854,14.0,0035A,6,72
10855,14.0,0035A,7,114
10856,14.0,00360,2,243
10857,14.0,00360,4,58
10858,14.0,00361,1,3
10859,14.0,00361,2,644
10860,14.0,00361,4,273
10861,14.0,00361,5,6
10862,14.0,00361,6,52
10863,14.0,00361,7,22
10864,14.0,00362,2,160
10865,14.0,00362,4,44
10866,14.0,00362,7,6
10867,14.0,00363,2,208
10868,14.0,00363,4,59
10869,14.0,00363,5,5
10870,14.0,00364,2,1488
10871,14.0,00364,4,1184
10872,14.0,00364,5,59
10873,14.0,00364,6,276
10874,14.0,00364,7,159
10875,14.0,00364,9,24
10876,14.0,00366,0,44
10877,14.0,00366,2,289
10878,14.0,00366,3,5
10879,14.0,00366,4,157
10880,14.0,00366,7,4
10881,14.0,00367,0,28
10882,14.0,00367,2,478
10883,14.0,00367,4,79
10884,14.0,00367,6,12
10885,14.0,00368,0,41
10886,14.0,00368,2,271
10887,14.0,00368,4,140
10888,14.0,00369,2,166
10889,14.0,00369,4,92
10890,14.0,00371,0,53
10891,14.0,00371,2,694
10892,14.0,00371,4,433
10893,14.0,00371,5,29
10894,14.0,00371,6,124
10895,14.0,00371,7,82
10896,14.0,00372,0,38
10897,14.0,00372,2,525
10898,14.0,00372,4,326
10899,14.0,00372,6,46
10900,14.0,00372,7,31
10901,14.0,00373,0,64
10902,14.0,00373,2,1494
10903,14.0,00373,3,25
10904,14.0,00373,4,967
10905,14.0,00373,6,311
10906,14.0,00373,7,201
10907,14.0,00374,2,275
10908,14.0,00374,4,145
10909,14.0,00374,5,5
10910,14.0,00374,6,30
10911,14.0,00375,0,646
10912,14.0,00375,2,8337
10913,14.0,00375,3,161
10914,14.0,00375,4,10569
10915,14.0,00375,5,290
10916,14.0,00375,6,3313
10917,14.0,00375,7,2785
10918,14.0,00375,8,131
10919,14.0,00375,9,107
10920,14.0,00376,2,187
10921,14.0,00376,3,6
10922,14.0,00376,4,96
10923,14.0,00376,6,14
10924,14.0,00377,0,8
10925,14.0,00377,2,97
10926,14.0,00378,0,186
10927,14.0,00378,2,2990
10928,14.0,00378,3,66
10929,14.0,00378,4,2173
10930,14.0,00378,5,145
10931,14.0,00378,6,568
10932,14.0,00378,7,477
10933,14.0,00378,9,24
10934,14.0,00381,2,493
10935,14.0,00381,4,393
10936,14.0,00381,6,71
10937,14.0,00381,7,54
10938,14.0,00382,0,32
10939,14.0,00382,2,292
10940,14.0,00382,4,154
10941,14.0,00384,0,45
10942,14.0,00384,2,578
10943,14.0,00384,4,399
10944,14.0,00384,6,84
10945,14.0,00384,7,72
10946,14.0,00385,2,584
10947,14.0,00385,4,421
10948,14.0,00385,5,7
10949,14.0,00385,6,125
10950,14.0,00385,7,69
10951,14.0,00385,9,3
10952,14.0,00386,2,372
10953,14.0,00386,3,8
10954,14.0,00386,4,152
10955,14.0,00386,6,19
10956,14.0,00387,0,30
10957,14.0,00387,2,496
10958,14.0,00387,4,396
10959,14.0,00387,5,32
10960,14.0,00387,6,99
10961,14.0,00387,7,126
10962,14.0,00389,0,119
10963,14.0,00389,2,1768
10964,14.0,00389,3,31
10965,14.0,00389,4,1540
10966,14.0,00389,5,76
10967,14.0,00389,6,760
10968,14.0,00389,7,367
10969,14.0,00389,9,15
10970,14.0,00390,0,9
10971,14.0,00390,2,239
10972,14.0,00390,4,168
10973,14.0,00390,5,3
10974,14.0,00390,7,18
10975,14.0,00391,0,84
10976,14.0,00391,2,2276
10977,14.0,00391,3,48
10978,14.0,00391,4,1981
10979,14.0,00391,5,116
10980,14.0,00391,6,574
10981,14.0,00391,7,506
10982,14.0,00391,8,11
10983,14.0,00391,9,21
10984,14.0,00392,0,62
10985,14.0,00392,2,1319
10986,14.0,00392,4,966
10987,14.0,00392,6,290
10988,14.0,00392,7,204
10989,14.0,00393,0,45
10990,14.0,00393,2,1820
10991,14.0,00393,4,1282
10992,14.0,00393,5,75
10993,14.0,00393,6,306
10994,14.0,00393,7,322
10995,14.0,00393,8,10
10996,14.0,00394,0,35
10997,14.0,00394,2,885
10998,14.0,00394,4,676
10999,14.0,00394,6,189
11000,14.0,00394,7,150
11001,14.0,00395,2,1009
11002,14.0,00395,3,14
11003,14.0,00395,4,713
11004,14.0,00395,6,398
11005,14.0,00395,7,197
11006,14.0,00396,0,92
11007,14.0,00396,2,2548
11008,14.0,00396,3,52
11009,14.0,00396,4,2293
11010,14.0,00396,5,71
11011,14.0,00396,6,819
11012,14.0,00396,7,704
11013,14.0,00396,8,36
11014,14.0,00397,0,35
11015,14.0,00397,2,730
11016,14.0,00397,4,435
11017,14.0,00397,5,19
11018,14.0,00397,6,119
11019,14.0,00397,7,83
11020,14.0,00400,0,53
11021,14.0,00400,2,1079
11022,14.0,00400,3,23
11023,14.0,00400,4,828
11024,14.0,00400,5,31
11025,14.0,00400,6,203
11026,14.0,00400,7,180
11027,14.0,00401,2,236
11028,14.0,00401,4,123
11029,14.0,00402,0,41
11030,14.0,00402,2,633
11031,14.0,00402,3,24
11032,14.0,00402,4,444
11033,14.0,00402,5,21
11034,14.0,00402,6,88
11035,14.0,00402,7,78
11036,14.0,0040A,0,34
11037,14.0,0040A,2,573
11038,14.0,0040A,3,11
11039,14.0,0040A,4,1361
11040,14.0,0040A,5,64
11041,14.0,0040A,6,644
11042,14.0,0040A,7,1547
11043,14.0,0040A,8,156
11044,14.0,0040A,9,13
11045,14.0,0041A,0,67
11046,14.0,0041A,2,1888
11047,14.0,0041A,3,60
11048,14.0,0041A,4,2443
11049,14.0,0041A,5,56
11050,14.0,0041A,6,471
11051,14.0,0041A,7,786
11052,14.0,0041A,8,37
11053,14.0,0043A,2,188
11054,14.0,0043A,4,49
11055,14.0,0043A,6,12
11056,14.0,0043A,7,10
11057,14.0,0044A,0,68
11058,14.0,0044A,2,394
11059,14.0,0044A,4,254
11060,14.0,0046B,0,33
11061,14.0,0046B,2,415
11062,14.0,0046B,3,32
11063,14.0,0046B,4,117
11064,14.0,0050A,0,42
11065,14.0,0050A,2,508
11066,14.0,0050A,3,31
11067,14.0,0050A,4,404
11068,14.0,0050A,5,19
11069,14.0,0050A,6,114
11070,14.0,0051A,2,203
11071,14.0,0051A,3,13
11072,14.0,0051A,4,34
11073,14.0,0051A,5,18
11074,14.0,0051A,6,14
11075,14.0,0053A,2,163
11076,14.0,0053A,5,3
11077,14.0,0054A,2,49
11078,14.0,0054A,4,83
11079,14.0,0055A,2,341
11080,14.0,0088A,0,42
11081,14.0,0088A,2,1053
11082,14.0,0088A,3,34
11083,14.0,0088A,4,667
11084,14.0,0088A,5,44
11085,14.0,0088A,6,200
11086,14.0,0088A,7,133
11087,14.0,0088B,2,220
11088,14.0,0088B,3,17
11089,14.0,0088B,4,105
11090,14.0,0088B,6,25
11091,14.0,0096A,0,33
11092,14.0,0096A,2,378
11093,14.0,0096A,3,28
11094,14.0,0096A,4,103
11095,14.0,0096A,5,16
11096,14.0,0138A,2,83
11097,14.0,0138B,0,4
11098,14.0,0138B,2,165
11099,14.0,0138C,2,143
11100,14.0,0139A,0,3
11101,14.0,0139A,2,54
11102,14.0,0139A,3,1
11103,14.0,0140A,0,10
11104,14.0,0140A,2,176
11105,14.0,0140A,4,48
11106,14.0,0140A,6,6
11107,14.0,0144A,2,105
11108,14.0,0144B,2,203
11109,14.0,0144B,3,3
11110,14.0,0144B,4,24
11111,14.0,0145A,2,223
11112,14.0,0145A,4,50
11113,14.0,0146A,0,22
11114,14.0,0146A,2,648
11115,14.0,0146A,4,327
11116,14.0,0146A,6,29
11117,14.0,0146A,7,21
11118,14.0,0147A,2,223
11119,14.0,0147A,4,396
11120,14.0,0147A,6,65
11121,14.0,0147A,7,106
11122,14.0,0147A,8,4
11123,14.0,0147B,2,367
11124,14.0,0147B,3,11
11125,14.0,0147B,4,574
11126,14.0,0147B,5,9
11127,14.0,0147B,6,167
11128,14.0,0147B,7,239
11129,14.0,0152A,0,70
11130,14.0,0152A,2,1681
11131,14.0,0152A,3,37
11132,14.0,0152A,4,1980
11133,14.0,0152A,5,52
11134,14.0,0152A,6,440
11135,14.0,0152A,7,591
11136,14.0,0152A,9,14
11137,14.0,0155A,2,274
11138,14.0,0155A,3,7
11139,14.0,0155A,4,349
11140,14.0,0155A,6,91
11141,14.0,0155A,7,101
11142,14.0,0156A,0,28
11143,14.0,0156A,2,575
11144,14.0,0156A,4,775
11145,14.0,0156A,5,16
11146,14.0,0156A,6,247
11147,14.0,0156A,7,404
11148,14.0,0156B,2,87
11149,14.0,0156B,4,70
11150,14.0,0156B,7,18
11151,14.0,0156C,0,10
11152,14.0,0156C,2,290
11153,14.0,0156C,4,419
11154,14.0,0156C,7,88
11155,14.0,0156D,2,439
11156,14.0,0156D,3,21
11157,14.0,0156D,4,952
11158,14.0,0156D,6,238
11159,14.0,0156D,7,442
11160,14.0,0156E,6,6
11161,14.0,0156E,7,35
11162,14.0,0158A,2,108
11163,14.0,0158A,4,138
11164,14.0,0158A,7,81
11165,14.0,0158B,2,321
11166,14.0,0158B,4,701
11167,14.0,0158B,6,199
11168,14.0,0158B,7,345
11169,14.0,0158C,0,29
11170,14.0,0158C,2,771
11171,14.0,0158C,4,1159
11172,14.0,0158C,6,186
11173,14.0,0158C,7,355
11174,14.0,0160A,2,293
11175,14.0,0160A,4,105
11176,14.0,0160A,6,16
11177,14.0,0160A,7,31
11178,14.0,0178A,2,276
11179,14.0,0178A,4,149
11180,14.0,0178A,6,13
11181,14.0,0178A,7,48
11182,14.0,0184A,2,280
11183,14.0,0184A,4,187
11184,14.0,0184A,6,17
11185,14.0,0184A,7,37
11186,14.0,0191A,2,247
11187,14.0,0191A,4,132
11188,14.0,0201A,2,108
11189,14.0,0201A,4,46
11190,14.0,0201A,7,14
11191,14.0,0212B,2,133
11192,14.0,0212B,4,46
11193,14.0,0215A,0,11
11194,14.0,0215A,2,161
11195,14.0,0215A,4,66
11196,14.0,0215A,6,5
11197,14.0,0215A,7,10
11198,14.0,0225A,2,135
11199,14.0,0225A,4,6
11200,14.0,0227A,2,298
11201,14.0,0227A,4,26
11202,14.0,0227B,2,58
11203,14.0,0227B,4,74
11204,14.0,0227C,2,182
11205,14.0,0227C,4,68
11206,14.0,0227C,6,11
11207,14.0,0229A,2,130
11208,14.0,0229A,4,37
11209,14.0,0230A,2,374
11210,14.0,0230A,3,7
11211,14.0,0230A,4,169
11212,14.0,0230A,6,60
11213,14.0,0230A,7,41
11214,14.0,0236A,2,46
11215,14.0,0236A,4,30
11216,14.0,0236A,5,2
11217,14.0,0236A,6,5
11218,14.0,0236A,7,2
11219,14.0,0237A,2,349
11220,14.0,0237A,4,301
11221,14.0,0237A,6,61
11222,14.0,0237A,7,66
11223,14.0,0237B,0,4
11224,14.0,0237B,2,146
11225,14.0,0237B,4,55
11226,14.0,0244A,0,9
11227,14.0,0244A,2,308
11228,14.0,0244A,4,140
11229,14.0,0244A,6,16
11230,14.0,0244A,7,22
11231,14.0,0244A,9,1
11232,14.0,0260A,2,84
11233,14.0,0260A,4,17
11234,14.0,0261A,2,228
11235,14.0,0261A,4,220
11236,14.0,0261A,6,43
11237,14.0,0261A,7,27
11238,14.0,0261B,2,195
11239,14.0,0261B,4,68
11240,14.0,0261B,8,2
11241,14.0,0263B,2,19
11242,14.0,0263B,4,19
11243,14.0,0263C,2,212
11244,14.0,0263C,4,185
11245,14.0,0263C,7,33
11246,14.0,0263D,0,33
11247,14.0,0263D,2,413
11248,14.0,0263D,4,253
11249,14.0,0263D,6,61
11250,14.0,0263E,2,388
11251,14.0,0263E,4,293
11252,14.0,0263E,6,67
11253,14.0,0263E,7,90
11254,14.0,0264A,2,140
11255,14.0,0264A,4,32
11256,14.0,0265A,0,81
11257,14.0,0265A,1,6
11258,14.0,0265A,2,1393
11259,14.0,0265A,3,28
11260,14.0,0265A,4,1577
11261,14.0,0265A,6,310
11262,14.0,0265A,9,14
11263,14.0,0265B,2,96
11264,14.0,0265C,0,41
11265,14.0,0265C,2,440
11266,14.0,0265C,4,236
11267,14.0,0265C,6,16
11268,14.0,0266A,0,26
11269,14.0,0266A,2,604
11270,14.0,0266A,4,117
11271,14.0,0269A,0,22
11272,14.0,0269A,2,463
11273,14.0,0269A,3,30
11274,14.0,0269A,4,223
11275,14.0,0269A,6,45
11276,14.0,0269A,7,46
11277,14.0,0269A,9,3
11278,14.0,0269B,2,278
11279,14.0,0269B,4,178
11280,14.0,0274A,2,199
11281,14.0,0274A,3,3
11282,14.0,0274A,4,82
11283,14.0,0275A,0,46
11284,14.0,0275A,2,988
11285,14.0,0275A,3,43
11286,14.0,0275A,4,295
11287,14.0,0275A,6,43
11288,14.0,0275A,7,11
11289,14.0,0279A,2,80
11290,14.0,0279A,4,67
11291,14.0,0283A,2,155
11292,14.0,0283A,4,68
11293,14.0,0283A,7,3
11294,14.0,0288A,4,11
11295,14.0,0294A,2,231
11296,14.0,0294A,4,71
11297,14.0,0295A,0,5
11298,14.0,0295A,2,133
11299,14.0,0295A,4,47
11300,14.0,0310A,0,293
11301,14.0,0310A,1,9
11302,14.0,0310A,2,6989
11303,14.0,0310A,3,110
11304,14.0,0310A,4,9058
11305,14.0,0310A,5,166
11306,14.0,0310A,6,2881
11307,14.0,0310A,7,3439
11308,14.0,0310A,8,175
11309,14.0,0310A,9,117
11310,14.0,0316A,2,841
11311,14.0,0316A,3,13
11312,14.0,0316A,4,1201
11313,14.0,0316A,6,324
11314,14.0,0316A,7,588
11315,14.0,0316D,2,106
11316,14.0,0316D,4,135
11317,14.0,0316D,7,63
11318,14.0,0316E,2,177
11319,14.0,0316E,4,127
11320,14.0,0316E,7,67
11321,14.0,0316G,2,402
11322,14.0,0316G,4,323
11323,14.0,0316G,7,45
11324,14.0,0316H,2,129
11325,14.0,0316H,4,312
11326,14.0,0316H,6,116
11327,14.0,0316H,7,281
11328,14.0,0316H,8,17
11329,14.0,0316I,2,121
11330,14.0,0316I,4,132
11331,14.0,0316I,7,105
11332,14.0,0316J,0,35
11333,14.0,0316J,2,858
11334,14.0,0316J,3,31
11335,14.0,0316J,4,1147
11336,14.0,0316J,5,26
11337,14.0,0316J,6,155
11338,14.0,0316J,7,271
11339,14.0,0316J,8,32
11340,14.0,0326C,0,25
11341,14.0,0326C,2,586
11342,14.0,0326C,3,21
11343,14.0,0326C,4,420
11344,14.0,0326C,5,8
11345,14.0,0326C,7,82
11346,14.0,0326C,9,8
11347,14.0,0328A,0,13
11348,14.0,0328A,2,125
11349,14.0,0328A,4,136
11350,14.0,0328A,6,76
11351,14.0,0328A,7,44
11352,14.0,0328B,2,39
11353,14.0,0328B,5,1
11354,14.0,0330A,2,220
11355,14.0,0330A,4,255
11356,14.0,0330A,6,54
11357,14.0,0330A,7,85
11358,14.0,0337A,2,237
11359,14.0,0337A,3,6
11360,14.0,0337A,4,132
11361,14.0,0337A,6,41
11362,14.0,0347A,2,30
11363,14.0,0347A,3,3
11364,14.0,0349A,2,295
11365,14.0,0349A,3,2
11366,14.0,0349A,4,134
11367,14.0,0349A,6,25
11368,14.0,0349A,7,39
11369,14.0,0351A,2,486
11370,14.0,0351A,3,13
11371,14.0,0351A,4,225
11372,14.0,0351A,6,39
11373,14.0,0351A,7,61
11374,14.0,0352A,0,13
11375,14.0,0352A,2,134
11376,14.0,0352A,4,67
11377,14.0,0370A,2,277
11378,14.0,0370A,4,43
11379,14.0,0372A,0,7
11380,14.0,0372A,1,4
11381,14.0,0372A,2,161
11382,14.0,0396A,5,4
11383,14.0,0396A,6,12
11384,14.0,0397A,2,184
11385,14.0,0397A,4,52
11386,14.0,zonagris,0,58
11387,14.0,zonagris,2,376
11388,14.0,zonagris,4,66
11389,18.0,00001,0,60
11390,18.0,00001,2,1014
11391,18.0,00001,4,2785
11392,18.0,00001,5,139
11393,18.0,00001,6,1618
11394,18.0,00001,7,4630
11395,18.0,00001,8,290
11396,18.0,00001,9,26
11397,18.0,00002,0,117
11398,18.0,00002,2,2397
11399,18.0,00002,3,85
11400,18.0,00002,4,4035
11401,18.0,00002,5,277
11402,18.0,00002,6,1346
11403,18.0,00002,7,2483
11404,18.0,00002,9,42
11405,18.0,00003,0,20
11406,18.0,00003,2,265
11407,18.0,00003,4,980
11408,18.0,00003,5,59
11409,18.0,00003,6,644
11410,18.0,00003,7,2051
11411,18.0,00003,8,147
11412,18.0,00004,0,46
11413,18.0,00004,2,654
11414,18.0,00004,4,2380
11415,18.0,00004,5,96
11416,18.0,00004,6,1376
11417,18.0,00004,7,4448
11418,18.0,00004,8,275
11419,18.0,00004,9,19
11420,18.0,00005,0,126
11421,18.0,00005,1,8
11422,18.0,00005,2,2132
11423,18.0,00005,3,55
11424,18.0,00005,4,4190
11425,18.0,00005,5,190
11426,18.0,00005,6,1538
11427,18.0,00005,7,2902
11428,18.0,00005,8,140
11429,18.0,00005,9,40
11430,18.0,00006,0,139
11431,18.0,00006,2,1446
11432,18.0,00006,3,48
11433,18.0,00006,4,2247
11434,18.0,00006,5,200
11435,18.0,00006,6,946
11436,18.0,00006,7,2818
11437,18.0,00006,8,95
11438,18.0,00006,9,26
11439,18.0,00007,0,118
11440,18.0,00007,1,9
11441,18.0,00007,2,2079
11442,18.0,00007,4,4243
11443,18.0,00007,5,226
11444,18.0,00007,6,1580
11445,18.0,00007,7,3637
11446,18.0,00007,8,154
11447,18.0,00007,9,49
11448,18.0,00008,0,414
11449,18.0,00008,1,16
11450,18.0,00008,2,6567
11451,18.0,00008,3,304
11452,18.0,00008,4,7348
11453,18.0,00008,5,921
11454,18.0,00008,6,1682
11455,18.0,00008,7,3288
11456,18.0,00008,8,94
11457,18.0,00008,9,75
11458,18.0,00009,0,317
11459,18.0,00009,2,4927
11460,18.0,00009,3,178
11461,18.0,00009,4,5505
11462,18.0,00009,5,612
11463,18.0,00009,6,1147
11464,18.0,00009,7,986
11465,18.0,00009,8,17
11466,18.0,00009,9,51
11467,18.0,00010,0,254
11468,18.0,00010,2,3786
11469,18.0,00010,3,180
11470,18.0,00010,4,4415
11471,18.0,00010,5,526
11472,18.0,00010,6,709
11473,18.0,00010,7,561
11474,18.0,00010,9,50
11475,18.0,00011,0,66
11476,18.0,00011,2,944
11477,18.0,00011,4,678
11478,18.0,00011,5,96
11479,18.0,00011,6,114
11480,18.0,00011,7,67
11481,18.0,00012,0,76
11482,18.0,00012,2,1376
11483,18.0,00012,4,1995
11484,18.0,00012,5,76
11485,18.0,00012,6,816
11486,18.0,00012,7,692
11487,18.0,00012,8,33
11488,18.0,00012,9,24
11489,18.0,00013,0,155
11490,18.0,00013,2,1437
11491,18.0,00013,4,180
11492,18.0,00013,5,27
11493,18.0,00013,6,28
11494,18.0,00013,9,5
11495,18.0,00014,0,359
11496,18.0,00014,1,8
11497,18.0,00014,2,3294
11498,18.0,00014,3,82
11499,18.0,00014,4,840
11500,18.0,00014,5,70
11501,18.0,00014,6,146
11502,18.0,00014,7,47
11503,18.0,00015,0,181
11504,18.0,00015,2,1856
11505,18.0,00015,3,27
11506,18.0,00015,4,247
11507,18.0,00015,5,41
11508,18.0,00016,0,435
11509,18.0,00016,2,2322
11510,18.0,00016,3,32
11511,18.0,00016,4,239
11512,18.0,00016,5,31
11513,18.0,00016,7,9
11514,18.0,00017,0,963
11515,18.0,00017,1,35
11516,18.0,00017,2,10448
11517,18.0,00017,3,243
11518,18.0,00017,4,7589
11519,18.0,00017,5,348
11520,18.0,00017,6,1497
11521,18.0,00017,7,1392
11522,18.0,00017,8,51
11523,18.0,00017,9,107
11524,18.0,00018,0,158
11525,18.0,00018,2,1365
11526,18.0,00018,4,489
11527,18.0,00018,5,50
11528,18.0,00018,6,63
11529,18.0,00018,7,64
11530,18.0,00019,0,67
11531,18.0,00019,2,622
11532,18.0,00019,4,93
11533,18.0,00020,0,36
11534,18.0,00020,2,267
11535,18.0,00020,4,19
11536,18.0,00021,0,123
11537,18.0,00021,2,637
11538,18.0,00021,3,4
11539,18.0,00022,0,265
11540,18.0,00022,2,2016
11541,18.0,00022,3,27
11542,18.0,00022,4,702
11543,18.0,00022,5,50
11544,18.0,00022,6,186
11545,18.0,00022,7,63
11546,18.0,00022,9,6
11547,18.0,00023,0,824
11548,18.0,00023,1,48
11549,18.0,00023,2,9771
11550,18.0,00023,3,293
11551,18.0,00023,4,6803
11552,18.0,00023,5,510
11553,18.0,00023,6,1583
11554,18.0,00023,7,1003
11555,18.0,00023,8,58
11556,18.0,00023,9,109
11557,18.0,00024,0,41
11558,18.0,00024,2,584
11559,18.0,00024,4,551
11560,18.0,00024,5,27
11561,18.0,00024,6,102
11562,18.0,00024,7,52
11563,18.0,00025,0,102
11564,18.0,00025,2,938
11565,18.0,00025,3,22
11566,18.0,00025,4,417
11567,18.0,00025,6,81
11568,18.0,00025,7,42
11569,18.0,00026,2,639
11570,18.0,00026,4,317
11571,18.0,00026,5,33
11572,18.0,00027,0,80
11573,18.0,00027,2,946
11574,18.0,00027,4,95
11575,18.0,00027,6,20
11576,18.0,00027,7,6
11577,18.0,00028,0,47
11578,18.0,00028,2,366
11579,18.0,00028,4,44
11580,18.0,00028,6,9
11581,18.0,00028,7,14
11582,18.0,00028,8,3
11583,18.0,00029,2,286
11584,18.0,00029,7,22
11585,18.0,0002A,0,417
11586,18.0,0002A,2,6017
11587,18.0,0002A,3,308
11588,18.0,0002A,4,6142
11589,18.0,0002A,5,621
11590,18.0,0002A,6,1233
11591,18.0,0002A,7,1509
11592,18.0,0002A,9,76
11593,18.0,00030,0,535
11594,18.0,00030,2,5537
11595,18.0,00030,3,136
11596,18.0,00030,4,4286
11597,18.0,00030,5,270
11598,18.0,00030,6,1921
11599,18.0,00030,7,604
11600,18.0,00031,0,122
11601,18.0,00031,2,1158
11602,18.0,00031,3,18
11603,18.0,00031,4,341
11604,18.0,00031,5,33
11605,18.0,00031,6,85
11606,18.0,00031,9,3
11607,18.0,00032,2,1032
11608,18.0,00032,4,396
11609,18.0,00032,5,45
11610,18.0,00032,6,141
11611,18.0,00032,7,19
11612,18.0,00033,0,58
11613,18.0,00033,2,558
11614,18.0,00033,4,52
11615,18.0,00033,6,9
11616,18.0,00034,0,170
11617,18.0,00034,2,637
11618,18.0,00034,7,9
11619,18.0,00035,0,78
11620,18.0,00035,2,698
11621,18.0,00035,4,77
11622,18.0,00035,6,20
11623,18.0,00035,7,4
11624,18.0,00036,0,589
11625,18.0,00036,2,6072
11626,18.0,00036,3,153
11627,18.0,00036,4,2360
11628,18.0,00036,5,398
11629,18.0,00036,6,863
11630,18.0,00036,7,314
11631,18.0,00036,8,9
11632,18.0,00037,0,119
11633,18.0,00037,1,5
11634,18.0,00037,2,1358
11635,18.0,00037,3,40
11636,18.0,00037,4,421
11637,18.0,00037,5,88
11638,18.0,00037,6,61
11639,18.0,00037,7,18
11640,18.0,00038,0,218
11641,18.0,00038,2,2515
11642,18.0,00038,3,37
11643,18.0,00038,4,545
11644,18.0,00038,5,57
11645,18.0,00038,6,150
11646,18.0,00039,2,162
11647,18.0,00040,0,326
11648,18.0,00040,1,16
11649,18.0,00040,2,3154
11650,18.0,00040,3,64
11651,18.0,00040,4,3184
11652,18.0,00040,5,158
11653,18.0,00040,6,1230
11654,18.0,00040,7,1482
11655,18.0,00040,8,30
11656,18.0,00040,9,28
11657,18.0,00041,0,205
11658,18.0,00041,2,2756
11659,18.0,00041,3,56
11660,18.0,00041,4,2860
11661,18.0,00041,5,119
11662,18.0,00041,6,810
11663,18.0,00041,7,447
11664,18.0,00042,0,32
11665,18.0,00042,2,378
11666,18.0,00042,3,10
11667,18.0,00042,4,186
11668,18.0,00042,5,11
11669,18.0,00042,6,42
11670,18.0,00043,0,93
11671,18.0,00043,2,711
11672,18.0,00043,4,207
11673,18.0,00043,6,23
11674,18.0,00044,2,548
11675,18.0,00044,4,202
11676,18.0,00045,0,810
11677,18.0,00045,1,20
11678,18.0,00045,2,8735
11679,18.0,00045,3,228
11680,18.0,00045,4,6418
11681,18.0,00045,5,352
11682,18.0,00045,6,1734
11683,18.0,00045,7,1052
11684,18.0,00045,8,42
11685,18.0,00046,0,16
11686,18.0,00046,2,187
11687,18.0,00047,0,44
11688,18.0,00047,2,286
11689,18.0,00047,3,12
11690,18.0,00047,4,67
11691,18.0,00047,7,10
11692,18.0,00048,0,16
11693,18.0,00048,2,179
11694,18.0,00048,4,26
11695,18.0,00049,0,405
11696,18.0,00049,1,17
11697,18.0,00049,2,5875
11698,18.0,00049,3,134
11699,18.0,00049,4,6663
11700,18.0,00049,5,440
11701,18.0,00049,6,1662
11702,18.0,00049,7,1523
11703,18.0,00049,8,57
11704,18.0,00049,9,54
11705,18.0,00050,0,27
11706,18.0,00050,2,297
11707,18.0,00050,6,11
11708,18.0,00051,0,120
11709,18.0,00051,2,1012
11710,18.0,00051,3,23
11711,18.0,00051,4,571
11712,18.0,00051,7,39
11713,18.0,00052,0,54
11714,18.0,00052,2,443
11715,18.0,00052,3,10
11716,18.0,00052,4,113
11717,18.0,00053,0,67
11718,18.0,00053,2,561
11719,18.0,00053,3,23
11720,18.0,00053,4,185
11721,18.0,00053,5,51
11722,18.0,00053,6,14
11723,18.0,00053,7,11
11724,18.0,00054,0,355
11725,18.0,00054,2,4873
11726,18.0,00054,3,185
11727,18.0,00054,4,4845
11728,18.0,00054,5,413
11729,18.0,00054,6,741
11730,18.0,00054,7,343
11731,18.0,00054,9,28
11732,18.0,00055,0,291
11733,18.0,00055,2,6132
11734,18.0,00055,3,283
11735,18.0,00055,4,5876
11736,18.0,00055,5,467
11737,18.0,00055,6,1725
11738,18.0,00055,7,638
11739,18.0,00055,9,54
11740,18.0,00056,2,1156
11741,18.0,00056,3,51
11742,18.0,00056,4,637
11743,18.0,00056,5,46
11744,18.0,00056,6,148
11745,18.0,00056,7,57
11746,18.0,00057,0,45
11747,18.0,00057,1,2
11748,18.0,00057,2,647
11749,18.0,00057,4,154
11750,18.0,00057,6,11
11751,18.0,00058,2,230
11752,18.0,00058,4,44
11753,18.0,00058,6,10
11754,18.0,00059,0,77
11755,18.0,00059,2,1115
11756,18.0,00059,3,18
11757,18.0,00059,4,321
11758,18.0,00059,5,46
11759,18.0,00059,7,16
11760,18.0,0005A,0,883
11761,18.0,0005A,1,34
11762,18.0,0005A,2,14738
11763,18.0,0005A,3,406
11764,18.0,0005A,4,23175
11765,18.0,0005A,5,1848
11766,18.0,0005A,6,5460
11767,18.0,0005A,7,5723
11768,18.0,0005A,8,132
11769,18.0,0005A,9,258
11770,18.0,0005B,0,233
11771,18.0,0005B,2,4586
11772,18.0,0005B,3,134
11773,18.0,0005B,4,8934
11774,18.0,0005B,5,578
11775,18.0,0005B,6,2782
11776,18.0,0005B,7,3449
11777,18.0,0005B,8,96
11778,18.0,0005B,9,101
11779,18.0,0005C,0,605
11780,18.0,0005C,1,20
11781,18.0,0005C,2,8898
